,Location,Lat,Lng,City,LocalizedNeighbourhood,Bathrooms,Bedrooms,Beds,Host_ID,isNewListing,isSuperhost,RoomType,SpaceType,isHomeOrServicedApartment,BasicNightPrice,Taxes,Total_Price
3093,Bengaluru,12.9271044,77.6264222,Bengaluru,Koramangala,1.0,1.0,1.0,661991418,False,False,Entire home/flat,Entire rental unit,1,3013.59,620.45,3634.04
3094,Bengaluru,12.9303396,77.6228853,Bengaluru,Koramangala,2.0,2.0,2.0,655905351,False,False,Entire home/flat,Entire rental unit,1,3811.31,797.72,4609.03
3095,Bengaluru,12.901692632516712,77.63817004103187,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,149349917,False,True,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
3096,Bengaluru,12.90536,77.64148,Bengaluru,HSR Layout,1.0,1.0,1.0,573365677,False,False,Entire home/flat,Entire rental unit,1,2924.96,620.45,3545.41
3097,Bengaluru,12.9068343,77.6431743,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,679348707,True,True,Entire home/flat,Entire rental unit,1,4254.48,709.08,4963.5599999999995
3099,Bengaluru,12.92077854024758,77.61425446443879,Bengaluru,BTM Layout,1.0,1.0,1.0,651770387,False,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
3100,Bengaluru,12.91506,77.60342,Bengaluru,BTM Layout,1.0,1.0,1.0,694019199,False,True,Entire home/flat,Entire rental unit,1,3988.58,974.99,4963.57
3101,Bengaluru,12.91819,77.60248,Bengaluru,BTM Layout,1.0,1.0,1.0,423630307,False,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
3102,Bengaluru,12.9073,77.60701,Bengaluru,BTM Layout,1.0,1.0,1.0,430257168,False,False,Entire home/flat,Entire rental unit,1,1240.89,1240.89,2481.78
3103,Bengaluru,12.90571,77.60715,Bengaluru,BTM Layout,1.0,1.0,1.0,430257168,False,False,Entire home/flat,Entire rental unit,1,1240.89,1240.89,2481.78
3104,Bengaluru,12.906792185980954,77.60533712804317,Bengaluru,BTM Layout,2.0,1.0,1.0,45496004,False,True,Entire home/flat,Entire rental unit,1,2570.41,531.81,3102.22
3105,Bengaluru,12.90664,77.60788,Bengaluru,BTM Layout,1.0,1.0,1.0,430257168,False,False,Entire home/flat,Entire rental unit,1,1240.89,1240.89,2481.78
3106,Bengaluru,12.806637710776393,77.67235021210983,Bommasandra,Kyalasanahalli,2.0,2.0,2.0,272351353,False,False,Entire home/flat,Entire rental unit,1,2127.24,443.18,2570.4199999999996
3107,Bengaluru,12.805395323850725,77.67183509797921,Bommasandra,Bommasandra,2.0,2.0,2.0,272957558,True,False,Entire home/flat,Entire rental unit,1,2393.14,354.54,2747.68
3108,Bengaluru,12.804838138148382,77.673366808619,Bommasandra,Bommasandra,1.0,1.0,1.0,568539233,True,False,Entire home/flat,Entire rental unit,1,1772.7,265.91,2038.6100000000001
3109,Bengaluru,12.805010011998467,77.67346661739981,Bommasandra,Kyalasanahalli,1.0,1.0,1.0,272957558,False,False,Entire home/flat,Entire rental unit,1,1152.26,177.27,1329.53
3110,Bengaluru,12.806344263118616,77.67318721464186,Bommasandra,Bommasandra,2.0,2.0,2.0,706717277,True,False,Entire home/flat,Entire rental unit,1,2215.88,354.54,2570.42
3111,Bengaluru,12.810341476416824,77.67125420734155,Bommasandra,Kyalasanahalli,2.0,2.0,2.0,706717277,False,False,Entire home/flat,Entire rental unit,1,2659.05,443.18,3102.23
3112,Bengaluru,12.80512,77.67117,Bommasandra,Kyalasanahalli,2.0,2.0,2.0,706717277,False,False,Entire home/flat,Entire rental unit,1,2127.24,354.54,2481.7799999999997
3113,Bengaluru,12.80531816416417,77.67124985852999,Bommasandra,Kyalasanahalli,1.0,1.0,1.0,706717277,False,False,Entire home/flat,Entire rental unit,1,1506.8,265.91,1772.71
3114,Bengaluru,13.028783798217772,77.57159423828125,Bengaluru,Mathikere,4.5,2.0,2.0,214052588,False,True,Entire home/flat,Entire serviced apartment,1,7002.16,1329.53,8331.69
3115,Bengaluru,13.056334840985562,77.60165892553292,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,583267254,False,False,Entire home/flat,Entire serviced apartment,1,7445.34,1506.8,8952.14
3116,Bengaluru,13.03154,77.61398,Bengaluru,Nagavara,2.0,2.0,3.0,656256927,False,True,Entire home/flat,Entire serviced apartment,1,3811.31,886.35,4697.66
3117,Bengaluru,12.90952,77.68115,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,61337158,False,False,Entire home/flat,Entire serviced apartment,1,1861.34,354.54,2215.88
3118,Bengaluru,12.90696,77.64559,Bengaluru,HSR Layout,1.0,1.0,1.0,5409704,False,True,Entire home/flat,Entire serviced apartment,1,4343.12,1063.62,5406.74
3119,Bengaluru,12.90792,77.64597,Bengaluru,HSR Layout,1.0,1.0,1.0,385548677,False,False,Entire home/flat,Entire serviced apartment,1,1949.97,354.54,2304.51
3120,Bengaluru,12.96807,77.60231,Bengaluru,Ashok Nagar,1.0,1.0,1.0,314588713,False,True,Entire home/flat,Entire serviced apartment,1,4697.66,1063.62,5761.28
3122,Bengaluru,12.9363,77.61554,Bengaluru,Koramangala,1.0,0.0,1.0,5409704,False,True,Entire home/flat,Entire serviced apartment,1,3811.31,886.35,4697.66
3123,Bengaluru,12.90007,77.60403,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,410786856,False,False,Entire home/flat,Entire serviced apartment,1,2836.32,709.08,3545.4
3124,Bengaluru,12.87649,77.61203,Bengaluru,Akshayanagar,2.5,3.0,3.0,203536554,False,False,Entire home/flat,Entire serviced apartment,1,5495.37,4609.02,10104.39
3125,Bengaluru,12.89765,77.59488,Bengaluru,Unknown-Bengaluru,1.5,1.0,1.0,98750982,False,False,Entire home/flat,Entire serviced apartment,1,2747.68,531.81,3279.49
3126,Bengaluru,12.89814,77.59472,Bengaluru,Unknown-Bengaluru,2.0,2.0,4.0,575326428,False,False,Entire home/flat,Entire serviced apartment,1,3545.4,709.08,4254.4800000000005
3127,Bengaluru,12.86969845540104,77.5871911701717,Bengaluru,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,1772.7,354.54,2127.2400000000002
3128,Bengaluru,12.86902865679318,77.58632099851518,Kothnur,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,2659.05,531.81,3190.86
3129,Bengaluru,12.867183846584457,77.58308332559409,Bengaluru,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,2659.05,443.18,3102.23
3130,Bengaluru,12.867224414655356,77.58300733862305,Bengaluru,Gottigere,1.0,1.0,1.0,237020899,False,True,Entire home/flat,Entire serviced apartment,1,2393.14,443.18,2836.3199999999997
3131,Bengaluru,12.90571,77.64204,Bengaluru,HSR Layout,1.0,1.0,1.0,465113608,False,False,Entire home/flat,Entire serviced apartment,1,2481.78,443.18,2924.96
3132,Bengaluru,12.90742,77.64079,Bengaluru,HSR Layout,1.0,1.0,1.0,465113608,False,False,Entire home/flat,Entire serviced apartment,1,2481.78,443.18,2924.96
3135,Bengaluru,13.055523262606528,77.65662331134081,Byrathi,Narayanpur,2.5,3.0,10.0,355589407,False,False,Entire home/flat,Entire villa,1,6027.18,1506.8,7533.9800000000005
3138,Bengaluru,12.917501375632977,77.59778771549463,Bengaluru,Jaya Nagar,1.5,2.0,3.0,305453567,False,False,Entire home/flat,Entire villa,1,3279.5,620.45,3899.95
3140,Bengaluru,12.805566,77.672246,Bengaluru,Kyalasanahalli,2.0,2.0,2.0,272351353,False,False,Entire home/flat,Entire villa,1,2481.78,443.18,2924.96
3142,Bengaluru,12.91307,77.60923,Bengaluru,BTM Layout,1.0,1.0,2.0,38150828,False,True,Private room,Hostel room,0,1418.16,265.91,1684.0700000000002
3143,Bengaluru,13.12202,77.63162,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,16238806,False,False,Private room,Hotel room,0,1240.89,265.91,1506.8000000000002
3144,Bengaluru,13.12197,77.632,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,16238806,False,False,Private room,Hotel room,0,1240.89,265.91,1506.8000000000002
3145,Bengaluru,13.147955769213995,77.61937782168388,Bengaluru,Unknown-Bengaluru,1.0,8.0,1.0,158506685,False,False,Private room,Hotel room,0,1684.07,265.91,1949.98
3146,Bengaluru,13.05854,77.507,Bengaluru,T Dasarahalli,0.0,1.0,1.0,372999266,False,False,Private room,Hotel room,0,4963.56,974.99,5938.55
3147,Bengaluru,12.97431,77.57509,Bengaluru,Chikpete,1.0,1.0,1.0,228846250,False,False,Private room,Hotel room,0,1152.26,177.27,1329.53
3148,Bengaluru,13.0165,77.64442,Bengaluru,Kammanahalli,2.0,2.0,2.0,228348341,False,True,Hotel room,Hotel room,0,4431.75,1063.62,5495.37
3149,Bengaluru,13.03172,77.62893,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,591609234,False,False,Private room,Hotel room,0,2659.05,443.18,3102.23
3150,Bengaluru,13.026233311005813,77.62475433862306,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,547635834,False,False,Private room,Hotel room,0,3368.13,709.08,4077.21
3151,Bengaluru,13.020492167716217,77.63397998497912,Bengaluru,Lingarajapura,1.0,1.0,2.0,146734756,False,False,Private room,Hotel room,0,2038.61,354.54,2393.15
3152,Bengaluru,13.01830561668858,77.63636581097565,Bengaluru,Kalyan Nagar,1.0,1.0,1.0,665389508,False,False,Private room,Hotel room,0,3013.59,620.45,3634.04
3153,Bengaluru,13.10239,77.58413,Bengaluru,Yelahanka Satellite Town,2.0,2.0,2.0,256796503,False,False,Private room,Hotel room,0,7533.98,6824.9,14358.88
3154,Bengaluru,13.024655723162256,77.59379738624207,Bengaluru,RT Nagar,1.0,1.0,1.0,657494708,False,False,Private room,Hotel room,0,1329.53,265.91,1595.44
3155,Bengaluru,13.02621,77.5929,Bengaluru,RT Nagar,2.0,2.0,2.0,657494708,False,False,Private room,Hotel room,0,2393.14,443.18,2836.3199999999997
3156,Bengaluru,12.9243317,77.6742732,Bengaluru,Bellandur,1.0,1.0,1.0,374520582,False,False,Private room,Hotel room,0,2481.78,2038.61,4520.39
3157,Bengaluru,12.97569,77.65121,Bengaluru,CV Raman Nagar,1.0,1.0,1.0,652553242,False,False,Private room,Hotel room,0,974.99,177.27,1152.26
3158,Bengaluru,12.99913,77.62304,Bengaluru,Cox Town,6.0,5.0,6.0,89609863,False,False,Private room,Hotel room,0,5495.37,1329.53,6824.9
3159,Bengaluru,12.90843,77.64413,Bengaluru,HSR Layout,1.0,1.0,1.0,652553242,True,False,Private room,Hotel room,0,1506.8,354.54,1861.34
3160,Bengaluru,12.980202736507644,77.60453412870422,Bengaluru,Shivaji Nagar,1.0,1.0,1.0,387979943,False,False,Private room,Hotel room,0,4874.93,974.99,5849.92
3161,Bengaluru,12.9965023,77.6122009,Bengaluru,Pulikeshi Nagar,1.0,1.0,1.0,51780845,False,False,Private room,Hotel room,0,3722.67,709.08,4431.75
3162,Bengaluru,12.978409327016257,77.60347771469894,Bengaluru,Shivaji Nagar,1.0,1.0,1.0,387979943,False,False,Private room,Hotel room,0,4431.75,886.35,5318.1
3163,Bengaluru,12.978733304854106,77.60316754005188,Bengaluru,Shivaji Nagar,1.0,1.0,1.0,387979943,False,False,Private room,Hotel room,0,4874.93,974.99,5849.92
3164,Bengaluru,12.95686,77.58318,Bengaluru,Sudham Nagar,1.0,1.0,1.0,9239293,False,False,Hotel room,Hotel room,0,3545.4,886.35,4431.75
3165,Bengaluru,12.93613,77.61931,Bengaluru,Koramangala,1.0,0.0,1.0,206678207,False,False,Private room,Hotel room,0,5938.55,6824.9,12763.45
3166,Bengaluru,12.91754,77.59264,Bengaluru,Jaya Nagar,1.0,14.0,18.0,230536874,False,False,Private room,Hotel room,0,4520.39,886.35,5406.740000000001
3167,Bengaluru,12.89273,77.58339,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,688998926,True,False,Private room,Hotel room,0,2127.24,443.18,2570.4199999999996
3168,Bengaluru,12.958971454792769,77.716857,Bengaluru,Marattahalli,1.0,1.0,1.0,682665491,False,False,Private room,Hotel room,0,1595.43,354.54,1949.97
3169,Bengaluru,12.91661605229634,77.62998684778186,Bengaluru,Koramangala,1.0,1.0,1.0,387979943,False,False,Private room,Hotel room,0,2215.88,443.18,2659.06
3170,Bengaluru,12.917206059717172,77.62051492028596,Bengaluru,BTM Layout,1.0,1.0,1.0,683064253,False,False,Private room,Hotel room,0,886.35,177.27,1063.6200000000001
3174,Bengaluru,13.01828,77.66635,Bengaluru,Ramamurthy Nagar,1.0,1.0,1.0,655060105,False,False,Private room,Private room,0,974.99,177.27,1152.26
3176,Bengaluru,12.87478045606744,77.52980736826171,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,181025176,False,False,Private room,Private room,0,2127.24,443.18,2570.4199999999996
3177,Bengaluru,12.89779564840052,77.47992856671097,Bengaluru,Kengeri Satellite Town,1.0,2.0,1.0,375986852,True,False,Private room,Private room,0,2304.51,354.54,2659.05
3179,Bengaluru,12.95242,77.69512,Bengaluru,Marattahalli,1.0,1.0,1.0,241449079,False,True,Private room,Private room,0,1418.16,265.91,1684.0700000000002
3181,Bengaluru,12.85801,77.67317,Electronic City,Unknown-Bengaluru,2.0,2.0,2.0,654892481,False,False,Private room,Private room,0,4609.02,797.72,5406.740000000001
3182,Bengaluru,12.82161719496421,77.65025088300824,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,446764442,False,True,Private room,Private room,0,974.99,177.27,1152.26
3183,Bengaluru,13.04009536673288,77.57040102034807,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,48547047,False,False,Private room,Private room,0,2127.24,354.54,2481.7799999999997
3184,Bengaluru,13.0251,77.57629,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,15751971,False,False,Private room,Private room,0,3545.4,886.35,4431.75
3185,Bengaluru,13.04382,77.52094,Bengaluru,Peenya,1.0,1.0,1.0,476781531,False,False,Private room,Private room,0,2304.51,443.18,2747.69
3186,Bengaluru,12.94024,77.57087,Bengaluru,Basavanagudi,1.0,1.0,1.0,322250520,False,False,Private room,Private room,0,1506.8,265.91,1772.71
3187,Bengaluru,13.0968883,77.6474577,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,394792542,False,False,Private room,Private room,0,2127.24,443.18,2570.4199999999996
3188,Bengaluru,13.065242050402528,77.65809668666381,Bengaluru,Narayanpur,1.0,1.0,1.0,674854265,False,False,Private room,Private room,0,2659.05,531.81,3190.86
3189,Bengaluru,13.077427856945429,77.64743364576945,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,694683930,False,False,Private room,Private room,0,1329.53,265.91,1595.44
3190,Bengaluru,13.04002,77.65405,Hormavu Agara,Hormavu,1.5,2.0,4.0,284210061,False,True,Private room,Private room,0,1595.43,265.91,1861.3400000000001
3191,Bengaluru,13.04126,77.65575,Bengaluru,Hormavu,1.0,1.0,1.0,197471321,False,False,Private room,Private room,0,1949.97,354.54,2304.51
3192,Bengaluru,13.024826902611496,77.6452481326369,Bengaluru,Unknown-Bengaluru,0.5,1.0,1.0,655074265,False,True,Private room,Private room,0,1063.62,177.27,1240.8899999999999
3193,Bengaluru,13.004833460592186,77.62666035443544,Bengaluru,Cooke Town,1.0,1.0,1.0,187416391,False,False,Private room,Private room,0,2747.68,531.81,3279.49
3194,Bengaluru,13.09246479950408,77.61709867249147,Bengaluru,Unknown-Bengaluru,3.0,4.0,3.0,676913620,False,False,Private room,Private room,0,1595.43,265.91,1861.3400000000001
3195,Bengaluru,13.059689640805654,77.60499322616542,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,486012276,True,False,Private room,Private room,0,1240.89,265.91,1506.8000000000002
3196,Bengaluru,13.06456,77.59196,Bengaluru,Sahakar Nagar,2.0,2.0,2.0,2443426,False,True,Private room,Private room,0,2747.68,531.81,3279.49
3197,Bengaluru,13.0365375,77.6018811,Bengaluru,Hebbal,1.0,1.0,1.0,451026813,False,False,Private room,Private room,0,1772.7,354.54,2127.2400000000002
3198,Bengaluru,13.02781,77.59955,Bengaluru,Hebbal,1.0,1.0,1.0,13985368,False,False,Private room,Private room,0,1240.89,265.91,1506.8000000000002
3199,Bengaluru,13.00458,77.57843,Bengaluru,Malleswaram,1.0,1.0,1.0,177138484,False,False,Private room,Private room,0,2393.14,443.18,2836.3199999999997
3200,Bengaluru,12.98975,77.73311,Bengaluru,Hudi,1.0,1.0,1.0,19765573,False,True,Private room,Private room,0,2659.05,531.81,3190.86
3201,Bengaluru,12.9704803,77.73291309999999,Bengaluru,Whitefield,1.0,1.0,1.0,15471648,False,True,Private room,Private room,0,974.99,0.0,974.99
3202,Bengaluru,12.90476,77.70103,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,497326761,False,False,Private room,Private room,0,1329.53,177.27,1506.8
3203,Bengaluru,12.920483655042514,77.67604853957891,Bengaluru,Bellandur,1.0,1.0,1.0,651844455,False,True,Private room,Private room,0,1684.07,354.54,2038.61
3204,Bengaluru,12.90532,77.67519,Kasavanahalli,Bellandur,1.0,1.0,1.0,384918895,False,False,Private room,Private room,0,2924.96,620.45,3545.41
3205,Bengaluru,12.82964,77.68795,Bengaluru,Unknown-Bengaluru,3.0,2.0,5.0,428495388,False,False,Private room,Private room,0,2570.41,531.81,3102.22
3206,Bengaluru,12.84984,77.67972,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,459503800,False,False,Private room,Private room,0,1506.8,265.91,1772.71
3207,Bengaluru,12.962618452313762,77.64494399802082,Bengaluru,New Tippasandra,1.0,1.0,1.0,263167686,False,False,Private room,Private room,0,1861.34,354.54,2215.88
3208,Bengaluru,12.968577477345486,77.63979536390609,Bengaluru,Domlur,1.0,1.0,1.0,161676649,False,False,Private room,Private room,0,5495.37,1063.62,6558.99
3209,Bengaluru,12.96347,77.64311,Bengaluru,New Tippasandra,1.5,1.0,1.0,432428477,False,False,Private room,Private room,0,2038.61,354.54,2393.15
3210,Bengaluru,12.969342058841333,77.63781021904907,Bengaluru,Domlur,1.0,1.0,1.0,496556049,False,True,Private room,Private room,0,4786.29,974.99,5761.28
3211,Bengaluru,12.9186029,77.64585699999999,Bengaluru,HSR Layout,1.0,1.0,1.0,594945872,False,True,Private room,Private room,0,1506.8,354.54,1861.34
3212,Bengaluru,12.90714,77.64719,Bengaluru,HSR Layout,1.0,1.0,2.0,118925263,False,False,Private room,Private room,0,2659.05,620.45,3279.5
3213,Bengaluru,12.91942,77.64613,Bengaluru,HSR Layout,1.0,1.0,1.0,594945872,False,True,Private room,Private room,0,1772.7,443.18,2215.88
3214,Bengaluru,12.9170615,77.6509411,Bengaluru,HSR Layout,1.0,1.0,1.0,651069979,False,False,Private room,Private room,0,2127.24,354.54,2481.7799999999997
3215,Bengaluru,12.99623,77.61219,Bengaluru,Pulikeshi Nagar,1.5,1.0,1.0,51624328,False,False,Private room,Private room,0,1329.53,265.91,1595.44
3216,Bengaluru,12.96538,77.60286,Bengaluru,Shanti Nagar,1.0,1.0,1.0,28505270,False,False,Private room,Private room,0,1772.7,443.18,2215.88
3217,Bengaluru,12.97001,77.61313,Bengaluru,Ashok Nagar,1.0,1.0,1.0,118303486,False,False,Private room,Private room,0,4431.75,1063.62,5495.37
3218,Bengaluru,12.9632,77.60039,Bengaluru,Shanti Nagar,2.0,2.0,2.0,28895015,False,False,Private room,Private room,0,7268.07,1506.8,8774.869999999999
3219,Bengaluru,12.9851402,77.5971472,Bengaluru,Vasanth Nagar,1.5,2.0,4.0,661811899,False,False,Private room,Private room,0,5761.28,974.99,6736.2699999999995
3220,Bengaluru,12.935552790158544,77.61935888209892,Bengaluru,Koramangala,1.0,1.0,1.0,161676649,False,False,Private room,Private room,0,3811.31,886.35,4697.66
3221,Bengaluru,12.94982,77.60479,Bengaluru,Shanti Nagar,1.0,1.0,1.0,287724965,False,False,Private room,Private room,0,3634.04,886.35,4520.39
3222,Bengaluru,12.90441,77.59785,Bengaluru,JP Nagar,1.0,1.0,1.0,403676984,False,False,Private room,Private room,0,2038.61,443.18,2481.79
3223,Bengaluru,12.92109,77.59883,Bengaluru,Jaya Nagar,1.0,1.0,1.0,288147017,False,False,Private room,Private room,0,1949.97,443.18,2393.15
3224,Bengaluru,12.88744,77.65727,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,31491858,False,False,Private room,Private room,0,2570.41,531.81,3102.22
3225,Bengaluru,12.897438085334509,77.58732295137264,Bengaluru,JP Nagar,1.0,1.0,1.0,411048173,False,True,Private room,Private room,0,1063.62,177.27,1240.8899999999999
3226,Bengaluru,12.964658054749346,77.72170351268169,Bengaluru,Whitefield,1.0,40.0,41.0,674584012,False,True,Private room,Private room,0,1506.8,265.91,1772.71
3227,Bengaluru,12.96605,77.71445,Bengaluru,Marattahalli,1.0,1.0,1.0,70800816,False,True,Private room,Private room,0,1684.07,354.54,2038.61
3228,Bengaluru,12.96606,77.71664,Bengaluru,Marattahalli,1.0,1.0,1.0,70800816,False,True,Private room,Private room,0,2215.88,531.81,2747.69
3229,Bengaluru,12.930075839157778,77.63333448937499,Bengaluru,Koramangala,1.0,1.0,1.0,538172921,False,False,Private room,Private room,0,886.35,177.27,1063.6200000000001
3230,Bengaluru,12.935945055258712,77.62401009664562,Bengaluru,Koramangala,1.0,1.0,1.0,545698024,False,False,Private room,Private room,0,2570.41,531.81,3102.22
3231,Bengaluru,12.933620654965946,77.63056765456469,Bengaluru,Unknown-Bengaluru,2.0,1.0,1.0,264087445,True,False,Private room,Private room,0,2127.24,354.54,2481.7799999999997
3232,Bengaluru,12.9170895,77.6336232,Bengaluru,Koramangala,1.0,1.0,3.0,579541879,False,False,Private room,Private room,0,1152.26,177.27,1329.53
3233,Bengaluru,12.915969686368811,77.63202431383004,Bengaluru,Koramangala,1.0,1.0,1.0,387979943,False,False,Private room,Private room,0,1063.62,265.91,1329.53
3234,Bengaluru,12.90136,77.63047,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,305310585,True,False,Private room,Private room,0,1418.16,265.91,1684.0700000000002
3235,Bengaluru,12.913122586682547,77.62812509745855,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,673306658,True,False,Private room,Private room,0,2127.24,443.18,2570.4199999999996
3236,Bengaluru,12.91626,77.61403,Bengaluru,BTM Layout,1.0,1.0,1.0,423630307,False,False,Private room,Private room,0,1329.53,265.91,1595.44
3237,Bengaluru,12.91439,77.61794,Bengaluru,Bommanahalli,1.0,1.0,1.0,46660983,False,False,Private room,Private room,0,2393.14,354.54,2747.68
3239,Bengaluru,12.839176231798548,77.63067244941058,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,695062842,False,False,Private room,Resort room,0,2481.78,443.18,2924.96
3240,Bengaluru,12.844022676288343,77.64343510211911,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,686222954,False,False,Entire home/flat,Room in boutique hotel,0,1418.16,354.54,1772.7
3241,Bengaluru,12.960159276336029,77.5757658561547,Bengaluru,Kalasipalayam,1.0,1.0,1.0,571368759,False,False,Entire home/flat,Room in boutique hotel,0,1506.8,354.54,1861.34
3242,Bengaluru,12.98049086571894,77.50256078371432,Bengaluru,Nagar Bhavi,1.0,1.0,1.0,575546811,False,False,Entire home/flat,Room in boutique hotel,0,974.99,177.27,1152.26
3243,Bengaluru,13.002812674236006,77.6649904880329,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,686222215,False,False,Entire home/flat,Room in boutique hotel,0,1152.26,265.91,1418.17
3244,Bengaluru,13.01902,77.63983,Bengaluru,Kalyan Nagar,3.0,3.0,3.0,173508288,False,False,Private room,Room in boutique hotel,0,7002.16,1152.26,8154.42
3245,Bengaluru,13.053675060994996,77.60525098573717,Byatarayanapura CMC and OG Part,Hebbal Kempapura,1.0,1.0,1.0,571368759,True,False,Entire home/flat,Room in boutique hotel,0,2836.32,709.08,3545.4
3246,Bengaluru,12.969344040299148,77.65194610829279,Bengaluru,New Tippasandra,1.0,1.0,1.0,575538027,False,False,Entire home/flat,Room in boutique hotel,0,1861.34,443.18,2304.52
3247,Bengaluru,13.08889,77.53837,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,130406556,False,True,Private room,Room in serviced apartment,0,1772.7,354.54,2127.2400000000002
3248,Bengaluru,13.08896,77.53833,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,130406556,False,True,Private room,Room in serviced apartment,0,1684.07,354.54,2038.61
3249,Bengaluru,12.98773,77.73127,Bengaluru,Whitefield,1.0,1.0,1.0,19765573,False,True,Private room,Room in serviced apartment,0,2924.96,620.45,3545.41
3250,Bengaluru,13.00165,77.61631,Bengaluru,Pulikeshi Nagar,2.0,2.0,4.0,289308958,False,False,Private room,Room in serviced apartment,0,4165.85,797.72,4963.570000000001
3251,Bengaluru,12.98776,77.59734,Bengaluru,Vasanth Nagar,1.0,1.0,1.0,199611180,False,False,Private room,Room in serviced apartment,0,2924.96,620.45,3545.41
3252,Bengaluru,12.9041,77.59373,Bengaluru,JP Nagar,1.0,1.0,3.0,206678207,False,False,Private room,Room in serviced apartment,0,3190.86,2481.78,5672.64
3253,Bengaluru,12.96627970254036,77.70860498836058,Bengaluru,Mahadevapura,0.5,1.0,1.0,688131513,False,False,Shared room,Shared room,0,797.72,177.27,974.99
3254,Bengaluru,13.10002,77.53953,Shamarajpura,Unknown-Bengaluru,1.0,1.0,1.0,469438492,False,True,Entire home/flat,Shipping container,0,2836.32,531.81,3368.13
3255,Bengaluru,12.90092,77.5576,Bengaluru,Banashankari,1.0,1.0,1.0,129817877,False,True,Entire home/flat,Tiny home,1,1063.62,265.91,1329.53
3257,Bengaluru,13.0890553,77.44867599999999,Alur,Unknown-Bengaluru,0.0,3.0,4.0,168850138,False,False,Entire home/flat,Entire apartment,1,2836.32,709.08,3545.4
3258,Bengaluru,12.873883,77.563008,Bengaluru,Konankunte,2.0,2.0,2.0,533825893,False,True,Entire home/flat,Entire apartment,1,4343.12,886.35,5229.47
3259,Bengaluru,12.894171311134102,77.53314111381769,Bengaluru,Uttarahalli,1.5,1.0,3.0,481082399,False,False,Entire home/flat,Entire apartment,1,2481.78,443.18,2924.96
3260,Bengaluru,12.98267,77.70709,Bengaluru,Mahadevapura,1.0,1.0,2.0,184352014,False,False,Entire home/flat,Entire apartment,1,1772.7,443.18,2215.88
3261,Bengaluru,12.99043,77.69052,Bengaluru,Mahadevapura,2.0,2.0,2.0,39202857,False,False,Entire home/flat,Entire apartment,1,2393.14,531.81,2924.95
3262,Bengaluru,12.897209041183556,77.67607001175266,Kasavanahalli,Bellandur,2.0,2.0,2.0,689809368,False,False,Entire home/flat,Entire apartment,1,4697.66,974.99,5672.65
3263,Bengaluru,12.930316,77.576675,Bengaluru,Jaya Nagar,2.0,2.0,2.0,25846878,False,False,Entire home/flat,Entire apartment,1,4963.56,2038.61,7002.17
3264,Bengaluru,12.9288755887224,77.55661572343351,Bengaluru,Banashankari,2.0,3.0,3.0,597403229,False,False,Entire home/flat,Entire apartment,1,3368.13,797.72,4165.85
3265,Bengaluru,13.0821,77.63983,Bengaluru,Unknown-Bengaluru,2.0,2.0,4.0,525966701,False,False,Entire home/flat,Entire apartment,1,3811.31,797.72,4609.03
3266,Bengaluru,13.08301,77.64241,Bengaluru,Unknown-Bengaluru,3.0,3.0,3.0,23007139,False,False,Entire home/flat,Entire apartment,1,6293.09,1240.89,7533.9800000000005
3267,Bengaluru,13.07523,77.64097,Nagareshwara - Nagenahalli,Unknown-Bengaluru,3.0,3.0,3.0,417096206,False,False,Entire home/flat,Entire apartment,1,5495.37,1063.62,6558.99
