,Location,Lat,Lng,City,LocalizedNeighbourhood,Bathrooms,Bedrooms,Beds,Host_ID,isNewListing,isSuperhost,RoomType,SpaceType,isHomeOrServicedApartment,BasicNightPrice,Taxes,Total_Price
1,Bengaluru,13.0155,77.67148,Bengaluru,Ramamurthy Nagar,2.5,0.0,3.0,222363015,False,False,Entire home/flat,Entire apartment,1,3545.4,709.08,4254.4800000000005
2,Bengaluru,12.867241109014824,77.55796918706581,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,666454316,False,False,Entire home/flat,Entire apartment,1,2836.32,443.18,3279.5
3,Bengaluru,12.98272,77.70497,Bengaluru,Mahadevapura,1.0,1.0,2.0,184352014,False,False,Entire home/flat,Entire apartment,1,1772.7,443.18,2215.88
4,Bengaluru,12.98348,77.70584,Bengaluru,Mahadevapura,1.5,1.0,1.0,184352014,False,False,Entire home/flat,Entire apartment,1,1772.7,443.18,2215.88
6,Bengaluru,12.9084965,77.55083499999999,Bengaluru,Kumaraswamy Layout,2.0,2.0,1.0,31305424,False,False,Entire home/flat,Entire apartment,1,1949.97,354.54,2304.51
7,Bengaluru,13.07021514682732,77.65371940969335,Bengaluru,Narayanpur,1.0,1.0,1.0,593322871,False,True,Entire home/flat,Entire apartment,1,1949.97,443.18,2393.15
8,Bengaluru,13.07145,77.65265,Bengaluru,Narayanpur,2.0,2.0,2.0,593322871,False,True,Entire home/flat,Entire apartment,1,2570.41,620.45,3190.8599999999997
9,Bengaluru,13.0589327,77.6312986,Bengaluru,Thanisandra Nagavara,2.0,2.0,2.0,232048051,False,True,Entire home/flat,Entire apartment,1,4254.48,886.35,5140.83
10,Bengaluru,13.0154,77.65697,Bengaluru,Banaswadi,2.0,2.0,2.0,189693075,False,True,Entire home/flat,Entire apartment,1,4165.85,797.72,4963.570000000001
11,Bengaluru,13.005260581442895,77.6530025955279,Bengaluru,Banaswadi,1.0,1.0,1.0,232048051,False,True,Entire home/flat,Entire apartment,1,2481.78,531.81,3013.59
13,Bengaluru,13.07112,77.59689,Bengaluru,Unknown-Bengaluru,2.0,2.0,4.0,66057252,False,False,Entire home/flat,Entire apartment,1,3811.31,797.72,4609.03
14,Bengaluru,13.02084,77.59977,Bengaluru,RT Nagar,2.0,2.0,2.0,33559334,False,True,Entire home/flat,Entire apartment,1,2304.51,443.18,2747.69
15,Bengaluru,12.9071469,77.6918074,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,562815490,False,False,Entire home/flat,Entire apartment,1,2570.41,531.81,3102.22
16,Bengaluru,12.91447,77.64755,Bengaluru,HSR Layout,2.0,2.0,2.0,429740694,False,False,Entire home/flat,Entire apartment,1,2747.68,620.45,3368.13
17,Bengaluru,12.943608998578975,77.61840216815472,Bengaluru,Koramangala,1.0,2.0,2.0,461620270,False,False,Entire home/flat,Entire apartment,1,3811.31,797.72,4609.03
18,Bengaluru,12.89119,77.58325,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,256184300,False,True,Entire home/flat,Entire apartment,1,2924.96,620.45,3545.41
19,Bengaluru,12.91149,77.64392,Bengaluru,HSR Layout,1.5,1.0,1.0,217724571,False,False,Entire home/flat,Entire apartment,1,2393.14,1684.07,4077.21
20,Bengaluru,12.9138318,77.6003929,Bengaluru,BTM Layout,1.5,2.0,2.0,481772038,False,True,Entire home/flat,Entire apartment,1,4874.93,974.99,5849.92
21,Bengaluru,12.90670264587569,77.60526604950428,Bengaluru,BTM Layout,1.0,1.0,1.0,45496004,False,True,Entire home/flat,Entire apartment,1,3899.94,797.72,4697.66
25,Bengaluru,13.154347651776552,77.57528699934483,Singanayakanahalli,Unknown-Bengaluru,1.0,1.0,1.0,37203936,False,False,Entire home/flat,Entire cottage,1,4431.75,1063.62,5495.37
26,Bengaluru,12.9101801,77.5350631,Bengaluru,Raja Rajeshwari Nagar,3.0,2.0,3.0,485619793,False,True,Entire home/flat,Entire guest house,1,2215.88,354.54,2570.42
27,Bengaluru,13.04801,77.63813,Bengaluru,Unknown-Bengaluru,1.0,1.0,3.0,722617750,True,False,Entire home/flat,Entire guest house,1,1772.7,265.91,2038.6100000000001
28,Bengaluru,12.96649,77.73497,Bengaluru,Whitefield,1.0,1.0,2.0,15471648,False,True,Entire home/flat,Entire guest house,1,2393.14,0.0,2393.14
29,Bengaluru,12.95387547282715,77.65516820373517,Bengaluru,HAL Airport Area,1.0,1.0,1.0,519207273,False,True,Entire home/flat,Entire guest house,1,1506.8,265.91,1772.71
30,Bengaluru,12.9680384,77.6376286,Bengaluru,Domlur,1.0,1.0,1.0,496556049,False,True,Entire home/flat,Entire guest house,1,4786.29,797.72,5584.01
31,Bengaluru,12.94559,77.59877,Bengaluru,Raghav Nagar,1.0,1.0,1.0,147155837,False,True,Entire home/flat,Entire guest house,1,2481.78,620.45,3102.2300000000005
32,Bengaluru,12.994249,77.656624,Bengaluru,Benniganahalli,1.0,1.0,1.0,24329476,False,True,Entire home/flat,Entire guest suite,1,2127.24,443.18,2570.4199999999996
34,Bengaluru,13.09247,77.74464,Bengaluru,Unknown-Bengaluru,1.0,1.0,4.0,186900051,False,True,Entire home/flat,Entire home,1,2481.78,443.18,2924.96
37,Bengaluru,13.120367685293328,77.6287018507719,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,442049548,False,False,Entire home/flat,Entire home,1,974.99,177.27,1152.26
38,Bengaluru,13.12009,77.62955,Bengaluru,Unknown-Bengaluru,1.5,1.0,2.0,40761488,False,False,Entire home/flat,Entire home,1,1240.89,265.91,1506.8000000000002
42,Bengaluru,12.97395,77.68432,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,161051230,False,False,Entire home/flat,Entire home,1,1772.7,354.54,2127.2400000000002
43,Bengaluru,12.85342,77.67409,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,150725538,False,False,Entire home/flat,Entire home,1,1506.8,265.91,1772.71
44,Bengaluru,12.899568144391557,77.67381650898436,Kasavanahalli,Bellandur,3.0,3.0,6.0,395583047,False,False,Entire home/flat,Entire home,1,6027.18,1418.16,7445.34
45,Bengaluru,12.847093096455112,77.64274801298289,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,384535337,False,False,Entire home/flat,Entire home,1,1418.16,265.91,1684.0700000000002
46,Bengaluru,12.84705658147238,77.64274458570554,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,384535337,False,False,Entire home/flat,Entire home,1,1949.97,354.54,2304.51
47,Bengaluru,12.847076280973894,77.64274514313857,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,384535337,False,False,Entire home/flat,Entire home,1,1506.8,265.91,1772.71
48,Bengaluru,13.032956046706463,77.50087390821962,Bengaluru,Peenya,1.0,2.0,4.0,580302180,False,False,Entire home/flat,Entire home,1,3456.77,531.81,3988.58
49,Bengaluru,12.94977,77.55187,Bengaluru,Srinagar,3.0,4.0,4.0,389058372,False,False,Entire home/flat,Entire home,1,6293.09,1240.89,7533.9800000000005
50,Bengaluru,12.9923,77.53342,Bengaluru,Basaveshwara Nagar,1.0,1.0,1.0,163167699,False,False,Entire home/flat,Entire home,1,1595.43,265.91,1861.3400000000001
51,Bengaluru,13.09078,77.65123,Bengaluru,Bangalore,2.0,2.0,3.0,394792542,False,False,Entire home/flat,Entire home,1,2924.96,620.45,3545.41
52,Bengaluru,13.012281249828204,77.6496834307909,Bengaluru,Banaswadi,2.5,2.0,2.0,485785243,False,False,Entire home/flat,Entire home,1,3811.31,797.72,4609.03
53,Bengaluru,13.01451,77.66512,Bengaluru,Ramamurthy Nagar,2.0,3.0,4.0,222363015,False,False,Entire home/flat,Entire home,1,4165.85,797.72,4963.570000000001
54,Bengaluru,13.0339,77.6389,Bengaluru,HBR Layout,1.0,2.0,4.0,152002490,False,True,Entire home/flat,Entire home,1,2127.24,443.18,2570.4199999999996
55,Bengaluru,13.053938599418531,77.60571242938055,Bengaluru,Hebbal Kempapura,2.0,2.0,2.0,133414740,False,True,Entire home/flat,Entire home,1,3634.04,709.08,4343.12
56,Bengaluru,13.062723925937489,77.57850967347622,Bengaluru,Sahakar Nagar,2.0,2.0,2.0,2443426,False,True,Entire home/flat,Entire home,1,3013.59,620.45,3634.04
57,Bengaluru,13.0647679,77.5798138,Bengaluru,Sahakar Nagar,2.0,2.0,3.0,32121252,False,True,Entire home/flat,Entire home,1,3279.5,620.45,3899.95
58,Bengaluru,13.038279886773193,77.60048361271973,Bengaluru,Hebbal,2.5,2.0,2.0,338921261,False,False,Entire home/flat,Entire home,1,1861.34,354.54,2215.88
59,Bengaluru,12.96818,77.65144,Bengaluru,New Tippasandra,1.0,1.0,2.0,43171570,False,True,Entire home/flat,Entire home,1,7002.16,1418.16,8420.32
60,Bengaluru,12.95559,77.65091,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,519533252,False,False,Entire home/flat,Entire home,1,1949.97,354.54,2304.51
61,Bengaluru,12.97092,77.6495,Bengaluru,New Tippasandra,2.0,2.0,2.0,33784961,False,False,Entire home/flat,Entire home,1,3190.86,620.45,3811.3100000000004
62,Bengaluru,12.90687,77.65046,Bengaluru,HSR Layout,1.0,1.0,1.0,429740694,False,False,Entire home/flat,Entire home,1,1684.07,354.54,2038.61
63,Bengaluru,12.91077,77.64996,Bengaluru,HSR Layout,1.0,1.0,1.0,708323350,False,False,Entire home/flat,Entire home,1,2659.05,443.18,3102.23
64,Bengaluru,12.89181,77.63054,Bengaluru,Begur,1.0,1.0,1.0,445164618,False,False,Entire home/flat,Entire home,1,1152.26,177.27,1329.53
65,Bengaluru,12.884612662144168,77.61418961246162,Bengaluru,Unknown-Bengaluru,1.5,1.0,1.0,208824972,False,True,Entire home/flat,Entire home,1,1329.53,265.91,1595.44
66,Bengaluru,12.8648337,77.6136847,Bengaluru,Unknown-Bengaluru,1.0,0.0,1.0,150725538,False,False,Entire home/flat,Entire home,1,1240.89,265.91,1506.8000000000002
67,Bengaluru,12.891002753681104,77.59170345962049,Bengaluru,Unknown-Bengaluru,3.0,3.0,3.0,150725538,False,False,Entire home/flat,Entire home,1,3545.4,709.08,4254.4800000000005
68,Bengaluru,12.85657,77.58923,Bengaluru,Gottigere,1.0,0.0,1.0,384535337,False,False,Entire home/flat,Entire home,1,1418.16,265.91,1684.0700000000002
71,Bengaluru,12.91414,77.6031,Bengaluru,BTM Layout,1.0,1.0,2.0,78298402,False,False,Entire home/flat,Entire home,1,4431.75,797.72,5229.47
72,Bengaluru,12.906634999814994,77.60534182190895,Bengaluru,BTM Layout,1.0,1.0,1.0,45496004,False,True,Entire home/flat,Entire home,1,3102.23,620.45,3722.6800000000003
73,Bengaluru,12.963504791259766,77.70289611816406,Bengaluru,Marattahalli,1.5,1.0,1.0,392211564,False,False,Entire home/flat,Entire loft,1,2304.51,443.18,2747.69
79,Bengaluru,13.14332,77.68455,Bagaluru,Unknown-Bengaluru,2.0,2.0,2.0,417096206,False,False,Entire home/flat,Entire rental unit,1,3456.77,709.08,4165.85
80,Bengaluru,13.01503,77.69681,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,260095724,False,True,Entire home/flat,Entire rental unit,1,1684.07,354.54,2038.61
82,Bengaluru,13.165597389757393,77.63450101367438,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,374111712,False,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
83,Bengaluru,13.1112318,77.635526,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,503539442,False,False,Entire home/flat,Entire rental unit,1,1506.8,265.91,1772.71
84,Bengaluru,13.111525235596718,77.63473008654948,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,503539442,False,False,Entire home/flat,Entire rental unit,1,1418.16,265.91,1684.0700000000002
85,Bengaluru,13.107426805029736,77.6056223681141,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,252947698,False,False,Entire home/flat,Entire rental unit,1,2127.24,443.18,2570.4199999999996
86,Bengaluru,12.9827175,77.6811401,Bengaluru,Mahadevapura,1.0,1.0,1.0,325258773,False,True,Entire home/flat,Entire rental unit,1,4343.12,886.35,5229.47
87,Bengaluru,12.95648,77.70845,Bengaluru,Marattahalli,2.0,1.0,2.0,30540378,False,False,Entire home/flat,Entire rental unit,1,4874.93,974.99,5849.92
88,Bengaluru,12.9746199,77.6747999,Bengaluru,CV Raman Nagar,2.5,2.0,2.0,522130848,False,True,Entire home/flat,Entire rental unit,1,7268.07,1506.8,8774.869999999999
89,Bengaluru,12.891306702177491,77.71874357486875,Bengaluru,Kodathi,1.0,1.0,1.0,656063743,False,True,Entire home/flat,Entire rental unit,1,1418.16,265.91,1684.0700000000002
90,Bengaluru,12.891291014552491,77.71876503254087,Bengaluru,Kodathi,1.0,1.0,1.0,375859919,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
91,Bengaluru,12.891228264042596,77.71878649021299,Bengaluru,Kodathi,1.0,1.0,2.0,272351353,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
92,Bengaluru,12.89020211608954,77.71848115171977,Bengaluru,Kodathi,1.0,1.0,2.0,670713364,False,False,Entire home/flat,Entire rental unit,1,1595.43,265.91,1861.3400000000001
93,Bengaluru,12.891280556135262,77.71874357486875,Bengaluru,Kodathi,2.0,2.0,2.0,375859919,False,False,Entire home/flat,Entire rental unit,1,2127.24,354.54,2481.7799999999997
94,Bengaluru,12.890448200459206,77.71982184009168,Bengaluru,Kodathi,2.0,2.0,2.0,707881431,False,True,Entire home/flat,Entire rental unit,1,2570.41,531.81,3102.22
95,Bengaluru,12.838959614577815,77.64083272019167,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,715805249,True,True,Entire home/flat,Entire rental unit,1,2924.96,620.45,3545.41
96,Bengaluru,12.83775138210553,77.64997402755533,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,653611868,False,True,Entire home/flat,Entire rental unit,1,1418.16,265.91,1684.0700000000002
97,Bengaluru,13.0353248,77.5692421,Bengaluru,Unknown-Bengaluru,2.0,3.0,5.0,551460662,False,True,Entire home/flat,Entire rental unit,1,6027.18,1240.89,7268.070000000001
98,Bengaluru,13.03957,77.56777,Bengaluru,Dollars Colony,3.0,3.0,6.0,54426965,False,True,Entire home/flat,Entire rental unit,1,6913.53,1684.07,8597.6
99,Bengaluru,13.034944243904116,77.50026538821524,Bengaluru,Peenya,1.0,1.0,1.0,225867733,False,True,Entire home/flat,Entire rental unit,1,1861.34,354.54,2215.88
100,Bengaluru,12.93586,77.50441,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,526382767,False,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
101,Bengaluru,12.90815,77.49182,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,105876263,False,False,Entire home/flat,Entire rental unit,1,2747.68,0.0,2747.68
102,Bengaluru,13.08602,77.64431,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,417096206,True,False,Entire home/flat,Entire rental unit,1,3634.04,709.08,4343.12
103,Bengaluru,13.078108197789447,77.64881817738645,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,150725538,False,False,Entire home/flat,Entire rental unit,1,2215.88,443.18,2659.06
104,Bengaluru,13.099152540164,77.63088213010447,Bellahalli,Bellahalli,1.0,1.0,1.0,45496004,False,True,Entire home/flat,Entire rental unit,1,2481.78,443.18,2924.96
105,Bengaluru,13.05535,77.63048,Bengaluru,HBR Layout,1.0,1.0,1.0,130099095,False,False,Entire home/flat,Entire rental unit,1,1063.62,265.91,1329.53
106,Bengaluru,13.07507964352376,77.64078812829538,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,682571567,False,True,Entire home/flat,Entire rental unit,1,6824.9,1684.07,8508.97
108,Bengaluru,13.06092,77.62307,Bengaluru,Rachanahalli Nagavara,2.0,2.0,2.0,124279687,False,False,Entire home/flat,Entire rental unit,1,2393.14,531.81,2924.95
109,Bengaluru,13.027388066306584,77.64771710703705,Bengaluru,Unknown-Bengaluru,1.0,2.0,3.0,597692717,False,True,Entire home/flat,Entire rental unit,1,2127.24,443.18,2570.4199999999996
110,Bengaluru,13.02677,77.64579,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,462833102,False,True,Entire home/flat,Entire rental unit,1,1506.8,265.91,1772.71
111,Bengaluru,13.02699,77.64532,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,462833102,False,True,Entire home/flat,Entire rental unit,1,1063.62,177.27,1240.8899999999999
112,Bengaluru,13.0082263,77.6484653,Bengaluru,Banaswadi,2.0,2.0,2.0,655374570,True,False,Entire home/flat,Entire rental unit,1,3279.5,620.45,3899.95
113,Bengaluru,13.039222939907477,77.63348020613194,Bengaluru,HBR Layout,2.0,2.0,2.0,583676078,False,False,Entire home/flat,Entire rental unit,1,4165.85,797.72,4963.570000000001
114,Bengaluru,13.005485357607602,77.62232017671943,Bengaluru,Cooke Town,2.0,2.0,2.0,455746221,False,True,Entire home/flat,Entire rental unit,1,4874.93,974.99,5849.92
115,Bengaluru,13.018033459674538,77.6364779099822,Bengaluru,Kalyan Nagar,1.0,1.0,1.0,584410906,False,False,Entire home/flat,Entire rental unit,1,1949.97,354.54,2304.51
117,Bengaluru,13.053529304293717,77.60401312261818,Byatarayanapura CMC and OG Part,Hebbal Kempapura,1.0,0.0,1.0,118815736,False,False,Entire home/flat,Entire rental unit,1,1063.62,177.27,1240.8899999999999
118,Bengaluru,13.07214,77.6207,Bengaluru,Unknown-Bengaluru,3.0,3.0,3.0,654072344,True,True,Entire home/flat,Entire rental unit,1,5938.55,1240.89,7179.4400000000005
119,Bengaluru,13.061664111297608,77.6215928201675,Bengaluru,Rachanahalli Nagavara,1.0,1.0,1.0,698176601,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
120,Bengaluru,13.052909470939106,77.60589790179972,Byatarayanapura CMC and OG Part,Unknown-Bengaluru,1.0,1.0,2.0,109935043,True,False,Entire home/flat,Entire rental unit,1,2659.05,531.81,3190.86
121,Bengaluru,13.0551579,77.6024277,Bengaluru,Hebbal Kempapura,1.0,1.0,2.0,109935043,False,False,Entire home/flat,Entire rental unit,1,2836.32,531.81,3368.13
122,Bengaluru,13.07156,77.59183,Bengaluru,Sahakar Nagar,1.0,1.0,3.0,426079309,False,False,Entire home/flat,Entire rental unit,1,4874.93,974.99,5849.92
123,Bengaluru,13.04924,77.61403,Bengaluru,Nagavara,1.0,1.0,1.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
124,Bengaluru,13.02021,77.59005,Bengaluru,RT Nagar,2.0,2.0,2.0,53802062,False,False,Entire home/flat,Entire rental unit,1,1949.97,354.54,2304.51
126,Bengaluru,12.976742055974858,77.7419764532078,Bengaluru,Whitefield,1.0,1.0,1.0,558008244,False,True,Entire home/flat,Entire rental unit,1,2924.96,709.08,3634.04
127,Bengaluru,12.97511016185989,77.746068556951,Bengaluru,Whitefield,1.0,1.0,1.0,538018965,False,False,Entire home/flat,Entire rental unit,1,1861.34,354.54,2215.88
128,Bengaluru,12.96809,77.733,Bengaluru,Whitefield,1.0,1.0,1.0,666830488,False,False,Entire home/flat,Entire rental unit,1,1772.7,354.54,2127.2400000000002
129,Bengaluru,12.964180041392371,77.73227852230514,Bengaluru,Whitefield,1.0,1.0,1.0,266673804,False,False,Entire home/flat,Entire rental unit,1,2038.61,443.18,2481.79
130,Bengaluru,12.936983715074089,77.70055020520813,Bengaluru,Panatur,1.0,1.0,1.0,574816786,False,False,Entire home/flat,Entire rental unit,1,1418.16,265.91,1684.0700000000002
131,Bengaluru,12.91011,77.70761,Bengaluru,Unknown-Bengaluru,1.5,1.0,1.0,384372919,False,False,Entire home/flat,Entire rental unit,1,1152.26,177.27,1329.53
132,Bengaluru,12.912956357511376,77.70192116256563,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
133,Bengaluru,12.91294590000001,77.70193189140168,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1240.89,265.91,1506.8000000000002
134,Bengaluru,12.92834,77.67662,Bengaluru,Bellandur,1.0,1.0,1.0,660029663,False,False,Entire home/flat,Entire rental unit,1,1684.07,354.54,2038.61
135,Bengaluru,12.910725981239588,77.67264556482358,Haralur,Bellandur,1.0,1.0,1.0,387474427,False,True,Entire home/flat,Entire rental unit,1,2747.68,531.81,3279.49
136,Bengaluru,12.91187,77.68382,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,391796779,False,False,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
137,Bengaluru,12.91513,77.67859,Bengaluru,Unknown-Bengaluru,2.0,2.0,0.0,372304208,False,False,Entire home/flat,Entire rental unit,1,6293.09,1506.8,7799.89
138,Bengaluru,12.8367366,77.6868435,Bengaluru,Unknown-Bengaluru,1.0,1.0,3.0,537384439,True,False,Entire home/flat,Entire rental unit,1,1684.07,265.91,1949.98
139,Bengaluru,12.849238,77.672006,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,374400017,False,False,Entire home/flat,Entire rental unit,1,3279.5,620.45,3899.95
140,Bengaluru,12.9604786,77.65641289999999,Bengaluru,New Tippasandra,1.0,1.0,1.0,695064186,False,False,Entire home/flat,Entire rental unit,1,1772.7,354.54,2127.2400000000002
141,Bengaluru,12.96446,77.64687,Bengaluru,New Tippasandra,1.0,1.0,1.0,4126940,False,True,Entire home/flat,Entire rental unit,1,2570.41,443.18,3013.5899999999997
143,Bengaluru,12.9693,77.62524,Bengaluru,Ulsoor,1.5,1.0,1.0,432962400,False,False,Entire home/flat,Entire rental unit,1,1506.8,265.91,1772.71
145,Bengaluru,12.91223,77.65263,Bengaluru,HSR Layout,1.0,1.0,1.0,429740694,False,False,Entire home/flat,Entire rental unit,1,1595.43,354.54,1949.97
146,Bengaluru,12.91225,77.64893,Bengaluru,HSR Layout,1.0,1.0,1.0,516619945,False,True,Entire home/flat,Entire rental unit,1,2924.96,709.08,3634.04
147,Bengaluru,12.9131,77.64847,Bengaluru,HSR Layout,1.0,1.0,1.0,237156218,False,True,Entire home/flat,Entire rental unit,1,2924.96,709.08,3634.04
148,Bengaluru,12.9139856,77.64734480000001,Bengaluru,HSR Layout,1.0,1.0,1.0,480496103,False,False,Entire home/flat,Entire rental unit,1,2038.61,0.0,2038.61
149,Bengaluru,12.999443300826488,77.59871012421115,Bengaluru,Vaderamanchanahalli,2.5,2.0,2.0,573402955,False,False,Entire home/flat,Entire rental unit,1,5761.28,1152.26,6913.54
150,Bengaluru,12.970401932619575,77.59442246818568,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,715440344,True,False,Entire home/flat,Entire rental unit,1,3988.58,797.72,4786.3
151,Bengaluru,12.96364,77.59916,Bengaluru,Shanti Nagar,3.0,4.0,4.0,333100407,False,False,Entire home/flat,Entire rental unit,1,7711.25,6913.53,14624.779999999999
152,Bengaluru,12.93844,77.61137,Bengaluru,Koramangala,1.0,1.0,1.0,385548677,False,False,Entire home/flat,Entire rental unit,1,2127.24,443.18,2570.4199999999996
153,Bengaluru,12.93642,77.61326,Bengaluru,Koramangala,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,2038.61,443.18,2481.79
154,Bengaluru,12.906604469212915,77.59331794675035,Bengaluru,JP Nagar,1.0,1.0,1.0,258154240,False,False,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
155,Bengaluru,12.90841,77.59146,Bengaluru,JP Nagar,2.0,2.0,2.0,662822602,False,True,Entire home/flat,Entire rental unit,1,4343.12,886.35,5229.47
157,Bengaluru,12.878614363702374,77.65945541161442,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,150725538,True,False,Entire home/flat,Entire rental unit,1,1329.53,177.27,1506.8
158,Bengaluru,12.900508659243195,77.64883115952453,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,663690855,False,True,Entire home/flat,Entire rental unit,1,2836.32,531.81,3368.13
159,Bengaluru,12.878543854482416,77.66034268017212,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,150725538,True,False,Entire home/flat,Entire rental unit,1,1329.53,265.91,1595.44
160,Bengaluru,12.87332,77.64622,Bengaluru,Unknown-Bengaluru,1.5,1.0,2.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1152.26,177.27,1329.53
161,Bengaluru,12.8718661,77.645972,Bengaluru,Unknown-Bengaluru,1.0,1.0,2.0,54999923,False,False,Entire home/flat,Entire rental unit,1,1152.26,177.27,1329.53
162,Bengaluru,12.901043972983064,77.64306856388906,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,573365677,False,False,Entire home/flat,Entire rental unit,1,3722.67,709.08,4431.75
163,Bengaluru,12.888961,77.62559800000001,Bengaluru,Hongasandra,0.0,1.0,2.0,102857973,False,True,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
164,Bengaluru,12.896411664344166,77.62147631496191,Bengaluru,Bommanahalli,2.0,3.0,4.0,281743464,False,False,Entire home/flat,Entire rental unit,1,4254.48,886.35,5140.83
165,Bengaluru,12.90103,77.60528,Bengaluru,Unknown-Bengaluru,2.0,2.0,3.0,410786856,False,False,Entire home/flat,Entire rental unit,1,2924.96,709.08,3634.04
166,Bengaluru,12.87126,77.61752,Bengaluru,Akshayanagar,1.0,1.0,2.0,150725538,False,False,Entire home/flat,Entire rental unit,1,1595.43,265.91,1861.3400000000001
167,Bengaluru,12.900313336659256,77.58646248743482,Bengaluru,Unknown-Bengaluru,2.0,2.0,2.0,558008244,True,True,Entire home/flat,Entire rental unit,1,5495.37,1329.53,6824.9
168,Bengaluru,12.89221,77.58389,Bengaluru,JP Nagar,1.0,1.0,1.0,426011824,False,False,Entire home/flat,Entire rental unit,1,2304.51,443.18,2747.69
169,Bengaluru,12.95899,77.71705,Bengaluru,Marattahalli,1.0,1.0,1.0,118925263,False,False,Entire home/flat,Entire rental unit,1,1595.43,354.54,1949.97
170,Bengaluru,12.95793,77.7172,Bengaluru,Marattahalli,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,1684.07,354.54,2038.61
171,Bengaluru,12.92832,77.63734,Bengaluru,Chalagatta,1.0,1.0,1.0,544418678,False,False,Entire home/flat,Entire rental unit,1,2038.61,443.18,2481.79
172,Bengaluru,12.930324005302062,77.63806980103254,Bengaluru,Chalagatta,1.0,1.0,1.0,21687774,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
173,Bengaluru,12.929274076265804,77.63805136084557,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,21687774,True,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
174,Bengaluru,12.93186048519498,77.62718579758982,Bengaluru,Koramangala,1.0,1.0,1.0,661991418,False,False,Entire home/flat,Entire rental unit,1,2747.68,531.81,3279.49
175,Bengaluru,12.933021188109487,77.6323389261961,Bengaluru,Koramangala,1.0,1.0,1.0,4172542,False,False,Entire home/flat,Entire rental unit,1,2215.88,443.18,2659.06
176,Bengaluru,12.901253705045397,77.64249698203679,Bengaluru,Unknown-Bengaluru,1.0,1.0,1.0,497356094,False,False,Entire home/flat,Entire rental unit,1,2570.41,531.81,3102.22
177,Bengaluru,12.907956600456329,77.64095686376095,Bengaluru,HSR Layout,1.0,1.0,1.0,662748710,False,False,Entire home/flat,Entire rental unit,1,2393.14,443.18,2836.3199999999997
178,Bengaluru,12.9065008,77.6393441,Bengaluru,HSR Layout,1.0,1.0,1.0,225752456,False,False,Entire home/flat,Entire rental unit,1,2038.61,354.54,2393.15
